DeployDate,DeployTime,RetrieveDate,RetrieveTime,TrapNumber,Species,Sex,CWid_LR_mm,CLeng_AP_mm,Weight_lb,Weight_calc_kg,Keep_Release_Dead,Tag_YNNew,Tag_Num,Notes
17-Apr-2019,,18-Apr-2019,3:04 PM,T2,Scylla_serrata,M,181,na,4.1,1.9,Keep,No,na,
17-Apr-2019,,18-Apr-2019,3:04 PM,T2,Scylla_serrata,M,176,na,3.8,1.7,Keep,No,na,
17-Apr-2019,,18-Apr-2019,3:04 PM,T2,Scylla_serrata,M,143,na,1.4,0.6,Release,New,Y0244,
17-Apr-2019,,18-Apr-2019,3:04 PM,T2,Scylla_serrata,M,170,na,3.1,1.4,Keep,No,na,
17-Apr-2019,,18-Apr-2019,3:04 PM,T2,Scylla_serrata,M,194,na,4.9,2.2,Keep,No,na,
17-Apr-2019,,18-Apr-2019,3:04 PM,T5,Scylla_serrata,M,151,na,2.1,1.0,Keep,Yes,Y0289,
17-Apr-2019,,18-Apr-2019,3:04 PM,T5,Scylla_serrata,M,146,na,1.5,0.7,Keep,No,na,
17-Apr-2019,,18-Apr-2019,3:04 PM,T5,Scylla_serrata,M,168,na,na,na,Dead,No,na,
17-Apr-2019,,18-Apr-2019,3:04 PM,T5,Scylla_serrata,J,80,na,0.3,0.1,Release,New,Y0293,
17-Apr-2019,,18-Apr-2019,3:04 PM,T5,Scylla_serrata,M,180,na,2.8,1.3,Keep,No,na,"Miss R claw, R swim"
17-Apr-2019,,18-Apr-2019,3:04 PM,T5,Scylla_serrata,M,76,na,0.2,0.1,Release,New,Y0203,Miss L claw
17-Apr-2019,,18-Apr-2019,3:04 PM,T1,Scylla_serrata,M,187,na,4.0,1.8,Keep,Yes,Y0239,
17-Apr-2019,,18-Apr-2019,3:04 PM,T1,Scylla_serrata,M,140,na,1.4,0.6,Release,New,Y0328,
17-Apr-2019,,18-Apr-2019,3:04 PM,T1,Scylla_serrata,M,140,na,1.5,0.7,Release,New,Y0206,
17-Apr-2019,,18-Apr-2019,3:04 PM,T1,Scylla_serrata,M,186,na,4.1,1.9,Keep,Yes,Y0160,
17-Apr-2019,,18-Apr-2019,3:04 PM,T7,Scylla_serrata,M,179,na,3.6,1.6,Keep,No,na,
17-Apr-2019,,18-Apr-2019,3:04 PM,T7,Scylla_serrata,F,163,na,1.7,0.8,Release,New,Y0228,
